unique_id,type_id,area,build_year,building_type,coordinates,equipment,floor,heating_system,microdistrict,no._of_floors,number_of_rooms,price,region,renovation_year,street,url,image_urls
3400985,1,98,2008,Brick,"54.69164,25.28464",Fully equipped,2,"Central, electric",Šnipiškės,5,3,590000,Vilnius,0,A. Juozapavičiaus g.,aruodas.lt/1-3400985,"https://aruodas-img.dgn.lt/object_61_115352393/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352387/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352389/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352357/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352385/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352379/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352381/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352371/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352369/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352391/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352363/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352367/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352361/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352373/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352375/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352365/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352359/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352355/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352353/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352349/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352351/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352345/vilnius-snipiskes-a-juozapaviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_115352347/vilnius-snipiskes-a-juozapaviciaus-g.jpg"
3400983,1,99.08,2003,Brick,"54.72566,25.23913",Fully equipped,1,Electric,Pašilaičiai,5,4,257000,Vilnius,0,Jurgio Baltrušaičio g.,aruodas.lt/1-3400983,"https://aruodas-img.dgn.lt/object_61_115355405/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355571/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355429/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355409/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355411/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355423/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355431/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355417/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355415/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355569/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355435/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355437/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355439/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355443/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355447/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355451/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355455/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355467/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355471/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355479/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355487/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355505/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355511/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355513/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355515/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355517/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355523/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355525/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355527/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355541/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355567/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355565/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355559/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355563/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_115355573/vilnius-pasilaiciai-jurgio-baltrusaicio-g.jpg"
3400981,1,55.99,1968,Brick,"54.89347,24.0037",Fully equipped,5,Central thermostat,Petrašiūnai,5,3,85000,Kaunas,2018,R. Kalantos g.,aruodas.lt/1-3400981,"https://aruodas-img.dgn.lt/object_61_115355139/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355141/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355143/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355145/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355147/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355149/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355171/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355177/kaunas-petrasiunai-r-kalantos-g.jpg,https://aruodas-img.dgn.lt/object_61_115355179/kaunas-petrasiunai-r-kalantos-g.jpg"
3400979,1,32,1970,Brick,"55.7224,21.11791",Fully equipped,1,Central thermostat,Sportininkai,5,1,75000,Klaipėda,2023,Malūnininkų g.,aruodas.lt/1-3400979,"https://aruodas-img.dgn.lt/object_61_115355091/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355079/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355081/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355083/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355087/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355085/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355089/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355093/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355095/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355097/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355115/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355119/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355123/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355121/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355125/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355131/klaipeda-sportininkai-malunininku-g.jpg,https://aruodas-img.dgn.lt/object_61_115355133/klaipeda-sportininkai-malunininku-g.jpg"
3344680,1,61,1985,Block house,"54.78699,24.67589",Fully equipped,1,Central,,5,3,88000,Elektrėnų m.,2023,Saulės g.,aruodas.lt/1-3344680,"https://aruodas-img.dgn.lt/object_61_111614376/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614360/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614356/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614388/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614380/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614382/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614384/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614358/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614362/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614364/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614366/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614368/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614370/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614372/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614374/elektrenu-m-saules-g.jpg,https://aruodas-img.dgn.lt/object_61_111614378/elektrenu-m-saules-g.jpg"
3400977,1,43.97,2013,Brick,"54.95664,23.82204",Fully equipped,3,Gas,Užliedžių k.,3,2,115500,Kauno r. sav.,0,Griežlės g.,aruodas.lt/1-3400977,"https://aruodas-img.dgn.lt/object_61_115354935/kauno-r-sav-uzliedziu-k-griezles-g.jpg,https://aruodas-img.dgn.lt/object_61_115354937/kauno-r-sav-uzliedziu-k-griezles-g.jpg,https://aruodas-img.dgn.lt/object_61_115354931/kauno-r-sav-uzliedziu-k-griezles-g.jpg,https://aruodas-img.dgn.lt/object_61_115354939/kauno-r-sav-uzliedziu-k-griezles-g.jpg,https://aruodas-img.dgn.lt/object_61_115354929/kauno-r-sav-uzliedziu-k-griezles-g.jpg,https://aruodas-img.dgn.lt/object_61_115354933/kauno-r-sav-uzliedziu-k-griezles-g.jpg"
3400975,1,82,1992,Brick,"56.18954,22.68087",Fully equipped,1,Central,Centras,4,3,165000,Šiauliai,0,Parko g.,aruodas.lt/1-3400975,"https://aruodas-img.dgn.lt/object_61_115354701/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354703/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354705/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354707/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354709/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354711/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354713/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354715/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354717/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354719/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354721/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354723/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354725/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354727/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354729/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354731/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354733/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354735/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354737/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354739/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354741/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354743/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354745/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354747/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354749/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354751/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354753/siauliai-centras-parko-g.jpg,https://aruodas-img.dgn.lt/object_61_115354755/siauliai-centras-parko-g.jpg"
3399247,1,41.12,1988,Block house,"54.63839,25.20684",Fully equipped,4,Central,Žemieji Paneriai,5,1,74000,Vilnius,0,Vaduvos g.,aruodas.lt/1-3399247,"https://aruodas-img.dgn.lt/object_61_115269229/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115270933/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269267/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269239/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269345/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269269/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269291/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269373/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250731/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269389/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250757/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115272207/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269377/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269375/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250735/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250763/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269439/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250767/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115340409/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250991/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250705/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115250707/vilnius-zemieji-paneriai-vaduvos-g.jpg,https://aruodas-img.dgn.lt/object_61_115269431/vilnius-zemieji-paneriai-vaduvos-g.jpg"
3400973,1,53.3,2023,Brick,"54.7077,25.17258",Fully equipped,5,Central thermostat,Pilaitė,5,3,186000,Vilnius,0,Tvankstos g.,aruodas.lt/1-3400973,"https://aruodas-img.dgn.lt/object_61_115353963/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353965/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353967/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353971/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353973/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353975/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353977/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353979/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353981/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353983/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353985/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353987/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353989/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353991/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353993/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353999/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354001/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354003/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354013/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354025/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354031/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354045/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354069/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354071/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115353997/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354073/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354075/vilnius-pilaite-tvankstos-g.jpg,https://aruodas-img.dgn.lt/object_61_115354077/vilnius-pilaite-tvankstos-g.jpg"
3400005,1,65,2007,Brick,"54.73879,25.21962",Fully equipped,8,Central thermostat,Pašilaičiai,9,2,133000,Vilnius,0,Perkūnkiemio g.,aruodas.lt/1-3400005,"https://aruodas-img.dgn.lt/object_61_115325005/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325009/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325029/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325015/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325017/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325053/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325021/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325051/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325027/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325153/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_115325221/vilnius-pasilaiciai-perkunkiemio-g.jpg"
3400007,1,44.15,1966,Brick,"54.67025,25.24529",Fully equipped,4,Central,Naujamiestis,5,2,118900,Vilnius,2018,Gerosios Vilties g.,aruodas.lt/1-3400007,"https://aruodas-img.dgn.lt/object_61_115294569/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_115294575/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_115294563/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_115294583/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_115294571/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_115294573/vilnius-naujamiestis-gerosios-vilties-g.jpg"
3400967,1,42.51,2023,Block house,"54.72008,25.29648",Fully equipped,5,Central thermostat,Žirmūnai,9,2,181000,Vilnius,0,Verkių g.,aruodas.lt/1-3400967,"https://aruodas-img.dgn.lt/object_61_115354677/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354679/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354681/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354685/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354663/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354683/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354671/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354565/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354673/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354675/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354551/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354571/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354577/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354665/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354669/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354585/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354589/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354591/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354593/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354595/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354597/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354599/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354601/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354603/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354605/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354607/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354609/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354611/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354613/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354615/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354617/vilnius-zirmunai-verkiu-g.jpg,https://aruodas-img.dgn.lt/object_61_115354619/vilnius-zirmunai-verkiu-g.jpg"
3400961,1,35.4,1982,Block house,"54.714,25.25272",Fully equipped,5,Central,Šeškinė,5,1,88800,Vilnius,0,Šeškinės g.,aruodas.lt/1-3400961,"https://aruodas-img.dgn.lt/object_61_115354415/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354417/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354419/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354421/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354423/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354425/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354427/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354429/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354431/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354433/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354435/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354437/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354439/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354441/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354443/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354445/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354447/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354449/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354451/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354453/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354455/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354457/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354459/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354461/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354463/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354465/vilnius-seskine-seskines-g.jpg,https://aruodas-img.dgn.lt/object_61_115354467/vilnius-seskine-seskines-g.jpg"
